customer_id,recommended_product,cluster_id,segment,l2_category,l3_category,trigger_product,support,confidence,lift,score,recommended_qty,reason,rank
C00002,P00081,West_General Construction_1,West_General Construction,Fasteners,Framing Nails,fallback,0.0,0.0,0.0,1.0555555555555556,1,Category-affinity fallback: Fasteners affinity=0.96,1
C00002,P00008,West_General Construction_1,West_General Construction,Power Tools,Corded Drills,P00095,0.020408163265306117,0.5,24.5,0.42713451061149,86,"P00095 → P00008 (support=0.020, confidence=0.500, lift=24.50)",2
C00002,P00087,West_General Construction_1,West_General Construction,Fasteners,Brad Nails,P00095,0.020408163265306117,0.5,24.5,0.42713451061149,86,"P00095 → P00087 (support=0.020, confidence=0.500, lift=24.50)",3
C00002,P00088,West_General Construction_1,West_General Construction,Fasteners,Brad Nails,P00095,0.020408163265306117,0.5,6.125,0.42713451061149,86,"P00095 → P00088 (support=0.020, confidence=0.500, lift=6.12)",4
C00002,P00208,West_General Construction_1,West_General Construction,Safety Equipment,Work Gloves,P00095,0.020408163265306117,0.5,24.5,0.42713451061149,86,"P00095 → P00208 (support=0.020, confidence=0.500, lift=24.50)",5
C00003,P00053,Southwest_General Construction_0,Southwest_General Construction,Hand Tools,Screwdriver Sets,fallback,0.0,0.0,0.0,1.025925925925926,1,Category-affinity fallback: Hand Tools affinity=0.93,1
C00003,P00057,Southwest_General Construction_0,Southwest_General Construction,Hand Tools,Wrenches,fallback,0.0,0.0,0.0,1.025925925925926,1,Category-affinity fallback: Hand Tools affinity=0.93,2
C00003,P00052,Southwest_General Construction_0,Southwest_General Construction,Hand Tools,Screwdriver Sets,fallback,0.0,0.0,0.0,1.025925925925926,1,Category-affinity fallback: Hand Tools affinity=0.93,3
C00003,P00050,Southwest_General Construction_0,Southwest_General Construction,Hand Tools,Screwdrivers,fallback,0.0,0.0,0.0,1.025925925925926,1,Category-affinity fallback: Hand Tools affinity=0.93,4
C00003,P00056,Southwest_General Construction_0,Southwest_General Construction,Hand Tools,Pliers,fallback,0.0,0.0,0.0,1.025925925925926,1,Category-affinity fallback: Hand Tools affinity=0.93,5
C00004,P00082,Southwest_Residential Construction_1,Southwest_Residential Construction,Fasteners,Framing Nails,fallback,0.0,0.0,0.0,0.6677083333333333,1,Category-affinity fallback: Fasteners affinity=0.57,1
C00004,P00081,Southwest_Residential Construction_1,Southwest_Residential Construction,Fasteners,Framing Nails,P00002,0.043478260869565216,0.5,11.5,0.4325379983136955,3,"P00002 → P00081 (support=0.043, confidence=0.500, lift=11.50)",2
C00004,P00197,Southwest_Residential Construction_1,Southwest_Residential Construction,Building Materials,Roofing Shingles,P00002,0.043478260869565216,0.5,5.75,0.4325379983136955,3,"P00002 → P00197 (support=0.043, confidence=0.500, lift=5.75)",3
C00004,P00012,Southwest_Residential Construction_1,Southwest_Residential Construction,Power Tools,Impact Drivers,P00002,0.043478260869565216,0.5,11.5,0.4325379983136955,3,"P00002 → P00012 (support=0.043, confidence=0.500, lift=11.50)",4
C00004,P00083,Southwest_Residential Construction_1,Southwest_Residential Construction,Fasteners,Finishing Nails,P00002,0.043478260869565216,0.5,5.75,0.4325379983136955,3,"P00002 → P00083 (support=0.043, confidence=0.500, lift=5.75)",5
C00005,P00042,Southwest_Carpentry_0,Southwest_Carpentry,Power Tools,Impact Wrenches,fallback,0.0,0.0,0.0,1.1,1,Category-affinity fallback: Power Tools affinity=1.00,1
C00005,P00065,Southwest_Carpentry_0,Southwest_Carpentry,Hand Tools,Tape Measures,P00013,0.16666666666666666,0.5,3.0,0.34769456937801296,2,"P00013 → P00065 (support=0.167, confidence=0.500, lift=3.00)",2
C00005,P00084,Southwest_Carpentry_0,Southwest_Carpentry,Fasteners,Finishing Nails,fallback,0.0,0.0,0.0,0.1,1,Category-affinity fallback: Fasteners affinity=0.00,3
C00006,P00086,Midwest_Residential Construction_6,Midwest_Residential Construction,Fasteners,Roofing Nails,fallback,0.0,0.0,0.0,0.6981735159817352,1,Category-affinity fallback: Fasteners affinity=0.60,1
C00006,P00098,Midwest_Residential Construction_6,Midwest_Residential Construction,Fasteners,Concrete Screws,fallback,0.0,0.0,0.0,0.6981735159817352,1,Category-affinity fallback: Fasteners affinity=0.60,2
C00006,P00091,Midwest_Residential Construction_6,Midwest_Residential Construction,Fasteners,Drywall Screws,fallback,0.0,0.0,0.0,0.6981735159817352,1,Category-affinity fallback: Fasteners affinity=0.60,3
C00006,P00082,Midwest_Residential Construction_6,Midwest_Residential Construction,Fasteners,Framing Nails,fallback,0.0,0.0,0.0,0.6981735159817352,1,Category-affinity fallback: Fasteners affinity=0.60,4
C00006,P00083,Midwest_Residential Construction_6,Midwest_Residential Construction,Fasteners,Finishing Nails,fallback,0.0,0.0,0.0,0.6981735159817352,1,Category-affinity fallback: Fasteners affinity=0.60,5
C00007,P00178,West_HVAC_5,West_HVAC,HVAC,Thermostats,fallback,0.0,0.0,0.0,1.1,1,Category-affinity fallback: HVAC affinity=1.00,1
C00007,P00176,West_HVAC_5,West_HVAC,HVAC,Air Filters,fallback,0.0,0.0,0.0,1.1,1,Category-affinity fallback: HVAC affinity=1.00,2
C00007,P00185,West_HVAC_5,West_HVAC,HVAC,Condensate Pumps,fallback,0.0,0.0,0.0,1.1,1,Category-affinity fallback: HVAC affinity=1.00,3
C00007,P00175,West_HVAC_5,West_HVAC,HVAC,Air Filters,fallback,0.0,0.0,0.0,1.1,1,Category-affinity fallback: HVAC affinity=1.00,4
C00007,P00186,West_HVAC_5,West_HVAC,HVAC,Condensate Pumps,fallback,0.0,0.0,0.0,1.1,1,Category-affinity fallback: HVAC affinity=1.00,5
C00009,P00200,Southeast_Residential Construction_3,Southeast_Residential Construction,Building Materials,Concrete Mix,fallback,0.0,0.0,0.0,0.8619047619047618,1,Category-affinity fallback: Building Materials affinity=0.76,1
C00009,P00199,Southeast_Residential Construction_3,Southeast_Residential Construction,Building Materials,Concrete Mix,fallback,0.0,0.0,0.0,0.8619047619047618,1,Category-affinity fallback: Building Materials affinity=0.76,2
C00009,P00188,Southeast_Residential Construction_3,Southeast_Residential Construction,Building Materials,Drywall Sheets,fallback,0.0,0.0,0.0,0.8619047619047618,1,Category-affinity fallback: Building Materials affinity=0.76,3
C00009,P00198,Southeast_Residential Construction_3,Southeast_Residential Construction,Building Materials,Roofing Shingles,fallback,0.0,0.0,0.0,0.8619047619047618,1,Category-affinity fallback: Building Materials affinity=0.76,4
C00009,P00187,Southeast_Residential Construction_3,Southeast_Residential Construction,Building Materials,Drywall Sheets,fallback,0.0,0.0,0.0,0.8619047619047618,1,Category-affinity fallback: Building Materials affinity=0.76,5
C00010,P00062,Northeast_Electrical_0,Northeast_Electrical,Hand Tools,Socket Sets,fallback,0.0,0.0,0.0,1.1,1,Category-affinity fallback: Hand Tools affinity=1.00,1
C00010,P00060,Northeast_Electrical_0,Northeast_Electrical,Hand Tools,Socket Sets,fallback,0.0,0.0,0.0,1.1,1,Category-affinity fallback: Hand Tools affinity=1.00,2
C00010,P00059,Northeast_Electrical_0,Northeast_Electrical,Hand Tools,Wrenches,fallback,0.0,0.0,0.0,1.1,1,Category-affinity fallback: Hand Tools affinity=1.00,3
C00010,P00053,Northeast_Electrical_0,Northeast_Electrical,Hand Tools,Screwdriver Sets,fallback,0.0,0.0,0.0,1.1,1,Category-affinity fallback: Hand Tools affinity=1.00,4
C00010,P00050,Northeast_Electrical_0,Northeast_Electrical,Hand Tools,Screwdrivers,fallback,0.0,0.0,0.0,1.1,1,Category-affinity fallback: Hand Tools affinity=1.00,5
C00011,P00093,West_Residential Construction_1,West_Residential Construction,Fasteners,Deck Screws,fallback,0.0,0.0,0.0,1.0619047619047621,1,Category-affinity fallback: Fasteners affinity=0.96,1
C00011,P00092,West_Residential Construction_1,West_Residential Construction,Fasteners,Drywall Screws,fallback,0.0,0.0,0.0,1.0619047619047621,1,Category-affinity fallback: Fasteners affinity=0.96,2
C00011,P00085,West_Residential Construction_1,West_Residential Construction,Fasteners,Roofing Nails,fallback,0.0,0.0,0.0,1.0619047619047621,1,Category-affinity fallback: Fasteners affinity=0.96,3
C00011,P00082,West_Residential Construction_1,West_Residential Construction,Fasteners,Framing Nails,fallback,0.0,0.0,0.0,1.0619047619047621,1,Category-affinity fallback: Fasteners affinity=0.96,4
C00011,P00052,West_Residential Construction_1,West_Residential Construction,Hand Tools,Screwdriver Sets,P00089,0.016129032258064516,0.25,15.5,0.3157263595917906,33,"P00089 → P00052 (support=0.016, confidence=0.250, lift=15.50)",5
C00012,P00084,Midwest_Residential Construction_1,Midwest_Residential Construction,Fasteners,Finishing Nails,fallback,0.0,0.0,0.0,1.0251968503937008,1,Category-affinity fallback: Fasteners affinity=0.93,1
C00012,P00083,Midwest_Residential Construction_1,Midwest_Residential Construction,Fasteners,Finishing Nails,fallback,0.0,0.0,0.0,1.0251968503937008,1,Category-affinity fallback: Fasteners affinity=0.93,2
C00012,P00082,Midwest_Residential Construction_1,Midwest_Residential Construction,Fasteners,Framing Nails,fallback,0.0,0.0,0.0,1.0251968503937008,1,Category-affinity fallback: Fasteners affinity=0.93,3
C00012,P00091,Midwest_Residential Construction_1,Midwest_Residential Construction,Fasteners,Drywall Screws,fallback,0.0,0.0,0.0,1.0251968503937008,1,Category-affinity fallback: Fasteners affinity=0.93,4
C00012,P00081,Midwest_Residential Construction_1,Midwest_Residential Construction,Fasteners,Framing Nails,fallback,0.0,0.0,0.0,1.0251968503937008,1,Category-affinity fallback: Fasteners affinity=0.93,5
C00013,P00100,West_Roofing_0,West_Roofing,Fasteners,Bolts & Nuts,fallback,0.0,0.0,0.0,0.7067415730337079,1,Category-affinity fallback: Fasteners affinity=0.61,1
C00013,P00094,West_Roofing_0,West_Roofing,Fasteners,Deck Screws,fallback,0.0,0.0,0.0,0.7067415730337079,1,Category-affinity fallback: Fasteners affinity=0.61,2
C00013,P00199,West_Roofing_0,West_Roofing,Building Materials,Concrete Mix,fallback,0.0,0.0,0.0,0.4445692883895132,1,Category-affinity fallback: Building Materials affinity=0.34,3
C00013,P00198,West_Roofing_0,West_Roofing,Building Materials,Roofing Shingles,fallback,0.0,0.0,0.0,0.4445692883895132,1,Category-affinity fallback: Building Materials affinity=0.34,4
C00013,P00192,West_Roofing_0,West_Roofing,Building Materials,Lumber 2x4,P00188,0.1,0.5,2.5,0.3130226634746487,49,"P00188 → P00192 (support=0.100, confidence=0.500, lift=2.50)",5
C00014,P00093,Mid-Atlantic_General Construction_7,Mid-Atlantic_General Construction,Fasteners,Deck Screws,fallback,0.0,0.0,0.0,1.0358974358974358,1,Category-affinity fallback: Fasteners affinity=0.94,1
C00014,P00091,Mid-Atlantic_General Construction_7,Mid-Atlantic_General Construction,Fasteners,Drywall Screws,fallback,0.0,0.0,0.0,1.0358974358974358,1,Category-affinity fallback: Fasteners affinity=0.94,2
C00014,P00089,Mid-Atlantic_General Construction_7,Mid-Atlantic_General Construction,Fasteners,Wood Screws,fallback,0.0,0.0,0.0,1.0358974358974358,1,Category-affinity fallback: Fasteners affinity=0.94,3
C00014,P00083,Mid-Atlantic_General Construction_7,Mid-Atlantic_General Construction,Fasteners,Finishing Nails,fallback,0.0,0.0,0.0,1.0358974358974358,1,Category-affinity fallback: Fasteners affinity=0.94,4
C00014,P00094,Mid-Atlantic_General Construction_7,Mid-Atlantic_General Construction,Fasteners,Deck Screws,fallback,0.0,0.0,0.0,1.0358974358974358,1,Category-affinity fallback: Fasteners affinity=0.94,5
C00015,P00125,Southeast_Painting_0,Southeast_Painting,Painting Supplies,Roller Frames,fallback,0.0,0.0,0.0,0.575,1,Category-affinity fallback: Painting Supplies affinity=0.47,1
C00015,P00123,Southeast_Painting_0,Southeast_Painting,Painting Supplies,Roller Covers,fallback,0.0,0.0,0.0,0.575,1,Category-affinity fallback: Painting Supplies affinity=0.47,2
C00015,P00129,Southeast_Painting_0,Southeast_Painting,Painting Supplies,Painters Tape,fallback,0.0,0.0,0.0,0.575,1,Category-affinity fallback: Painting Supplies affinity=0.47,3
C00015,P00126,Southeast_Painting_0,Southeast_Painting,Painting Supplies,Roller Frames,fallback,0.0,0.0,0.0,0.575,1,Category-affinity fallback: Painting Supplies affinity=0.47,4
C00015,P00122,Southeast_Painting_0,Southeast_Painting,Painting Supplies,Paint Brushes,fallback,0.0,0.0,0.0,0.575,1,Category-affinity fallback: Painting Supplies affinity=0.47,5
C00016,P00024,Southeast_General Construction_0,Southeast_General Construction,Power Tools,Reciprocating Saws,P00088,0.01694915254237288,0.3333333333333333,19.6667,0.3525400344294511,96,"P00088 → P00024 (support=0.017, confidence=0.333, lift=19.67)",1
C00016,P00204,Southeast_General Construction_0,Southeast_General Construction,Safety Equipment,Hard Hats,P00088,0.01694915254237288,0.3333333333333333,9.8333,0.3525400344294511,96,"P00088 → P00204 (support=0.017, confidence=0.333, lift=9.83)",2
C00016,P00095,Southeast_General Construction_0,Southeast_General Construction,Fasteners,Construction Screws,P00088,0.01694915254237288,0.3333333333333333,19.6667,0.3525400344294511,96,"P00088 → P00095 (support=0.017, confidence=0.333, lift=19.67)",3
C00016,P00079,Southeast_General Construction_0,Southeast_General Construction,Hand Tools,Clamps,P00088,0.01694915254237288,0.3333333333333333,19.6667,0.3525400344294511,96,"P00088 → P00079 (support=0.017, confidence=0.333, lift=19.67)",4
C00016,P00003,Southeast_General Construction_0,Southeast_General Construction,Power Tools,Cordless Drills,P00085,0.01694915254237288,0.3333333333333333,19.6667,0.3515558544584337,61,"P00085 → P00003 (support=0.017, confidence=0.333, lift=19.67)",5
C00017,P00126,Southeast_Painting_4,Southeast_Painting,Painting Supplies,Roller Frames,fallback,0.0,0.0,0.0,0.9235294117647058,1,Category-affinity fallback: Painting Supplies affinity=0.82,1
C00017,P00125,Southeast_Painting_4,Southeast_Painting,Painting Supplies,Roller Frames,fallback,0.0,0.0,0.0,0.9235294117647058,1,Category-affinity fallback: Painting Supplies affinity=0.82,2
C00017,P00123,Southeast_Painting_4,Southeast_Painting,Painting Supplies,Roller Covers,fallback,0.0,0.0,0.0,0.9235294117647058,1,Category-affinity fallback: Painting Supplies affinity=0.82,3
C00017,P00129,Southeast_Painting_4,Southeast_Painting,Painting Supplies,Painters Tape,fallback,0.0,0.0,0.0,0.9235294117647058,1,Category-affinity fallback: Painting Supplies affinity=0.82,4
C00017,P00127,Southeast_Painting_4,Southeast_Painting,Painting Supplies,Paint Trays,fallback,0.0,0.0,0.0,0.9235294117647058,1,Category-affinity fallback: Painting Supplies affinity=0.82,5
C00018,P00172,Northeast_HVAC_7,Northeast_HVAC,Electrical,Junction Boxes,fallback,0.0,0.0,0.0,1.0523809523809524,1,Category-affinity fallback: Electrical affinity=0.95,1
C00018,P00159,Northeast_HVAC_7,Northeast_HVAC,Electrical,Wire Nuts,fallback,0.0,0.0,0.0,1.0523809523809524,1,Category-affinity fallback: Electrical affinity=0.95,2
C00018,P00161,Northeast_HVAC_7,Northeast_HVAC,Electrical,Electrical Tape,fallback,0.0,0.0,0.0,1.0523809523809524,1,Category-affinity fallback: Electrical affinity=0.95,3
C00018,P00168,Northeast_HVAC_7,Northeast_HVAC,Electrical,GFCI Outlets,fallback,0.0,0.0,0.0,1.0523809523809524,1,Category-affinity fallback: Electrical affinity=0.95,4
C00018,P00156,Northeast_HVAC_7,Northeast_HVAC,Electrical,Romex Wire,fallback,0.0,0.0,0.0,1.0523809523809524,1,Category-affinity fallback: Electrical affinity=0.95,5
C00019,P00085,West_Residential Construction_1,West_Residential Construction,Fasteners,Roofing Nails,fallback,0.0,0.0,0.0,0.8844522968197879,1,Category-affinity fallback: Fasteners affinity=0.78,1
C00019,P00082,West_Residential Construction_1,West_Residential Construction,Fasteners,Framing Nails,fallback,0.0,0.0,0.0,0.8844522968197879,1,Category-affinity fallback: Fasteners affinity=0.78,2
C00019,P00089,West_Residential Construction_1,West_Residential Construction,Fasteners,Wood Screws,fallback,0.0,0.0,0.0,0.8844522968197879,1,Category-affinity fallback: Fasteners affinity=0.78,3
C00019,P00003,West_Residential Construction_1,West_Residential Construction,Power Tools,Cordless Drills,P00090,0.016129032258064516,0.3333333333333333,20.6667,0.35194956425064416,92,"P00090 → P00003 (support=0.016, confidence=0.333, lift=20.67)",4
C00019,P00006,West_Residential Construction_1,West_Residential Construction,Power Tools,Corded Drills,P00090,0.016129032258064516,0.3333333333333333,20.6667,0.35183590756448185,92,"P00090 → P00006 (support=0.016, confidence=0.333, lift=20.67)",5
C00020,P00178,Southeast_HVAC_3,Southeast_HVAC,HVAC,Thermostats,fallback,0.0,0.0,0.0,0.9,1,Category-affinity fallback: HVAC affinity=0.80,1
C00020,P00176,Southeast_HVAC_3,Southeast_HVAC,HVAC,Air Filters,fallback,0.0,0.0,0.0,0.9,1,Category-affinity fallback: HVAC affinity=0.80,2
C00020,P00175,Southeast_HVAC_3,Southeast_HVAC,HVAC,Air Filters,fallback,0.0,0.0,0.0,0.9,1,Category-affinity fallback: HVAC affinity=0.80,3
C00020,P00184,Southeast_HVAC_3,Southeast_HVAC,HVAC,Registers,fallback,0.0,0.0,0.0,0.9,1,Category-affinity fallback: HVAC affinity=0.80,4
C00020,P00181,Southeast_HVAC_3,Southeast_HVAC,HVAC,Duct Tape,fallback,0.0,0.0,0.0,0.9,1,Category-affinity fallback: HVAC affinity=0.80,5
